 Age , Gender , Income_Level , Marital_Status , Education_Level , Occupation , Purchase_Category , Purchase_Amount , Frequency_of_Purchase , Purchase_Channel , Brand_Loyalty , Product_Rating , Time_Spent_on_Product_Research(hours) , Social_Media_Influence , Discount_Sensitivity , Return_Rate , Customer_Satisfaction , Engagement_with_Ads , Device_Used_for_Shopping , Payment_Method , Time_of_Purchase , Discount_Used , Customer_Loyalty_Program_Member , Purchase_Intent , Shipping_Preference , Time_to_Decision 
36.0,Female,High,Widowed,Master's,High,Beauty & Personal Care,$273.48 ,12.0,Online,5.0,3.0,2.0,Low,Very Sensitive,0.0,5.0,Medium,Smartphone,Other,1/22/2024,True,False,Wants-based,Express,5.0
19.0,Bigender,High,Single,Master's,Middle,Furniture,$363.84 ,11.0,Online,3.0,2.0,1.0,Low,Not Sensitive,0.0,3.0,Medium,Desktop,Cash,8/30/2024,True,False,Impulsive,Express,
24.0,Female,,Single,Bachelor's,Middle,Packages),$302.60 ,9.0,Online,1.0,4.0,2.0,Medium,Very Sensitive,2.0,10.0,,Desktop,Debit Card,7/23/2024,False,True,Impulsive,Standard,
35.0,Male,,,High School,High,Animal Feed,$317.09 ,6.0,Online,1.0,1.0,1.0,High,Not Sensitive,2.0,2.0,High,Desktop,Other,4/11/2024,True,False,Impulsive,Standard,4.0
38.0,Female,High,Married,High School,High,Beauty & Personal Care,$193.32 ,9.0,Mixed,4.0,3.0,0.0,,Very Sensitive,0.0,8.0,High,Tablet,PayPal,7/11/2024,False,True,Wants-based,Express,6.0
34.0,Male,High,Widowed,,High,Software & Apps,$282.24 ,6.0,Online,2.0,3.0,2.0,,Not Sensitive,1.0,7.0,Medium,Desktop,Credit Card,9/16/2024,True,True,Need-based,No Preference,1.0
29.0,Female,High,Divorced,Master's,Middle,Hotels,$154.19 ,6.0,Online,5.0,4.0,1.0,Medium,Very Sensitive,2.0,1.0,,Tablet,PayPal,9/22/2024,True,True,Need-based,No Preference,1.0
41.0,,,Widowed,Bachelor's,Middle,Furniture,$84.15 ,10.0,In-Store,1.0,3.0,1.0,High,Not Sensitive,2.0,1.0,High,Desktop,PayPal,11/3/2024,True,True,Impulsive,Standard,
41.0,Male,Middle,Divorced,High School,High,Health Supplements,$214.69 ,7.0,In-Store,4.0,4.0,0.0,Medium,Not Sensitive,1.0,7.0,,Tablet,Credit Card,5/15/2024,True,True,Wants-based,Standard,9.0
32.0,Male,High,Married,Bachelor's,High,Animal Feed,$61.21 ,12.0,Mixed,5.0,5.0,0.0,,Not Sensitive,0.0,5.0,Low,,Credit Card,11/24/2024,True,False,Planned,Standard,13.0
36.0,Female,Middle,,High School,High,Packages),$462.48 ,11.0,Online,1.0,3.0,0.0,Medium,Very Sensitive,2.0,2.0,Low,,Debit Card,3/31/2024,False,False,Planned,Express,12.0
33.0,Male,Middle,Married,Bachelor's,High,Software & Apps,$449.18 ,3.0,Mixed,5.0,3.0,2.0,Medium,Somewhat Sensitive,0.0,8.0,High,,Credit Card,3/21/2024,True,True,Wants-based,Standard,10.0
25.0,Female,Middle,Married,Master's,Middle,Mobile Accessories,$314.36 ,7.0,In-Store,3.0,5.0,2.0,Medium,Very Sensitive,,4.0,,Desktop,Cash,7/3/2024,True,False,Impulsive,Express,1.0
46.0,Female,Middle,Married,Bachelor's,Middle,Jewelry & Accessories,$367.70 ,3.0,Mixed,3.0,5.0,2.0,,Somewhat Sensitive,2.0,3.0,High,Desktop,Credit Card,3/17/2024,True,True,Need-based,No Preference,3.0
41.0,Female,High,Single,High School,Middle,Sports & Outdoors,$229.97 ,7.0,Mixed,3.0,4.0,0.0,,Very Sensitive,2.0,9.0,,Desktop,Other,11/21/2024,False,True,Need-based,Standard,6.0
28.0,Female,Middle,Widowed,Bachelor's,,Home Appliances,$226.53 ,3.0,Online,3.0,1.0,1.0,,,1.0,10.0,Medium,Desktop,PayPal,8/2/2024,True,False,Wants-based,No Preference,13.0
23.0,Male,High,Divorced,Master's,Middle,Software & Apps,$218.32 ,2.0,Mixed,5.0,3.0,0.0,High,Not Sensitive,2.0,7.0,Low,Desktop,PayPal,9/24/2024,False,False,Need-based,Express,3.0
48.0,Female,High,Widowed,,High,Furniture,$132.67 ,7.0,In-Store,2.0,5.0,,Low,Very Sensitive,2.0,3.0,Low,Smartphone,Other,12/18/2024,True,False,Impulsive,Express,1.0
26.0,Male,High,Single,Master's,High,Arts & Crafts,$416.96 ,7.0,In-Store,5.0,1.0,1.0,High,Not Sensitive,0.0,1.0,High,Tablet,Other,5/25/2024,False,False,,Express,7.0
39.0,Female,High,Married,Master's,Middle,Arts & Crafts,$459.51 ,7.0,In-Store,1.0,2.0,2.0,High,Not Sensitive,0.0,5.0,,Tablet,Debit Card,1/5/2024,True,False,Need-based,No Preference,11.0
45.0,Male,Middle,Married,High School,High,Sports & Outdoors,,2.0,Mixed,5.0,3.0,2.0,Low,Very Sensitive,0.0,2.0,,Desktop,PayPal,3/15/2024,,True,Need-based,No Preference,12.0
22.0,Male,Middle,Divorced,High School,High,Toys & Games,$150.11 ,7.0,Mixed,4.0,4.0,1.5,Low,Very Sensitive,0.0,3.0,High,Smartphone,Credit Card,7/23/2024,,False,Wants-based,Standard,8.0
36.0,Male,High,Married,,Middle,,$218.87 ,5.0,Mixed,4.0,3.0,,Medium,Very Sensitive,0.0,4.0,Medium,,Cash,9/18/2024,True,False,Planned,No Preference,11.0
,Female,Middle,Married,Bachelor's,High,Mobile Accessories,$437.06 ,7.0,In-Store,3.0,5.0,2.0,Low,Very Sensitive,0.0,6.0,Low,Smartphone,Cash,3/9/2024,False,False,Impulsive,Express,11.0
33.0,,High,Married,Bachelor's,,Beauty & Personal Care,$122.58 ,2.0,In-Store,5.0,4.0,1.5,,Not Sensitive,2.0,5.0,,Tablet,Other,,True,False,Impulsive,Express,12.0
35.0,Male,High,Married,Master's,Middle,Food & Beverages,$195.07 ,8.0,Online,,1.0,1.0,High,Somewhat Sensitive,0.0,6.0,,Smartphone,Debit Card,7/22/2024,False,False,Impulsive,No Preference,
39.0,Female,Middle,Single,High School,High,Books,$190.06 ,9.0,In-Store,5.0,1.0,1.0,,Somewhat Sensitive,1.0,2.0,Low,Smartphone,Other,2/3/2024,True,True,Planned,Standard,12.0
38.0,Female,Middle,Single,High School,Middle,Groceries,,,In-Store,3.0,4.0,0.0,Medium,Somewhat Sensitive,0.0,4.0,High,Desktop,Debit Card,6/3/2024,,True,Wants-based,No Preference,4.0
27.0,,High,Single,Bachelor's,High,Books,$242.57 ,7.0,In-Store,1.0,1.0,1.0,Low,Not Sensitive,0.0,,Low,Smartphone,PayPal,10/5/2024,True,False,Wants-based,No Preference,1.0
35.0,Male,Middle,Widowed,High School,High,Arts & Crafts,$303.13 ,2.0,Online,1.0,1.0,,High,Not Sensitive,0.0,7.0,Medium,Desktop,Debit Card,1/4/2024,False,True,Need-based,Standard,10.0
43.0,Female,Middle,Widowed,Master's,Middle,Toys & Games,$136.10 ,5.0,In-Store,3.0,5.0,2.0,Low,Very Sensitive,0.0,2.0,High,Tablet,Debit Card,2/27/2024,False,True,Planned,Express,14.0
40.0,Bigender,High,Single,Bachelor's,Middle,Electronics,$249.02 ,11.0,Mixed,3.0,2.0,0.3,Medium,,1.0,1.0,Medium,Smartphone,PayPal,10/1/2024,True,True,Planned,Express,14.0
19.0,Male,Middle,Divorced,High School,Middle,Office Supplies,$466.74 ,7.0,In-Store,3.0,4.0,0.2,Medium,Not Sensitive,2.0,3.0,High,Tablet,Debit Card,12/11/2024,True,True,Need-based,Express,5.0
46.0,Agender,High,Married,High School,High,Animal Feed,,6.0,In-Store,4.0,5.0,2.0,,Somewhat Sensitive,0.0,6.0,,Smartphone,,11/25/2024,False,False,Planned,Express,6.0
30.0,Female,High,Single,High School,High,Packages),$450.52 ,8.0,Online,2.0,2.0,0.2,High,Somewhat Sensitive,0.0,6.0,Low,Desktop,PayPal,1/13/2024,True,True,Need-based,No Preference,8.0
35.0,Male,High,Divorced,Bachelor's,Middle,Groceries,$246.44 ,4.0,Mixed,3.0,1.0,1.0,Medium,Somewhat Sensitive,0.0,3.0,Medium,Smartphone,Debit Card,9/17/2024,False,True,Wants-based,No Preference,5.0
34.0,Male,High,Widowed,High School,Middle,Home Appliances,$93.52 ,2.0,Online,1.0,5.0,1.0,,Somewhat Sensitive,1.0,2.0,High,Desktop,PayPal,8/12/2024,False,True,Planned,No Preference,12.0
28.0,Female,Middle,Married,,High,Groceries,$137.75 ,6.0,Online,3.0,3.0,2.0,High,Very Sensitive,0.0,1.0,,Smartphone,Cash,9/9/2024,False,True,Need-based,No Preference,4.0
44.0,Female,Middle,Married,Master's,Middle,Home Appliances,$78.64 ,5.0,Mixed,3.0,4.0,2.0,High,Somewhat Sensitive,0.0,3.0,High,Tablet,PayPal,5/26/2024,True,,Planned,Standard,12.0
25.0,Male,High,Divorced,Master's,Middle,Software & Apps,$214.82 ,9.0,Mixed,5.0,4.0,0.3,,Very Sensitive,1.0,9.0,Medium,Tablet,Other,11/9/2024,True,False,Planned,No Preference,11.0
45.0,Male,Middle,Married,Bachelor's,High,Mobile Accessories,$57.39 ,3.0,Mixed,2.0,5.0,0.25,,Somewhat Sensitive,,10.0,,Desktop,Credit Card,7/19/2024,False,False,Impulsive,Standard,
47.0,Female,High,Single,High School,Middle,Beauty & Personal Care,$363.91 ,10.0,,1.0,1.0,0.3,Medium,Very Sensitive,0.0,2.0,Low,Smartphone,Cash,1/7/2024,True,True,,Standard,9.0
39.0,Male,Middle,Single,High School,Middle,Travel & Leisure (Flights,,12.0,In-Store,2.0,4.0,2.0,Low,Somewhat Sensitive,1.0,9.0,High,Desktop,Other,,True,True,Wants-based,,10.0
32.0,Male,High,Divorced,High School,Middle,Jewelry & Accessories,$363.98 ,4.0,Online,4.0,4.0,1.0,,Somewhat Sensitive,2.0,7.0,,Tablet,PayPal,5/27/2024,True,True,Planned,Express,1.0
47.0,Male,Middle,Widowed,Bachelor's,High,Books,$249.60 ,7.0,Mixed,4.0,1.0,1.0,,Somewhat Sensitive,2.0,7.0,High,Smartphone,Debit Card,5/11/2024,True,False,Wants-based,Standard,11.0
,Male,High,,Bachelor's,Middle,Electronics,$345.04 ,12.0,In-Store,1.0,5.0,1.0,Low,Somewhat Sensitive,0.0,8.0,Medium,Tablet,Credit Card,10/16/2024,True,True,Planned,,13.0
48.0,Female,Middle,Single,High School,High,Arts & Crafts,$59.15 ,3.0,In-Store,,2.0,1.0,,,0.0,,High,Desktop,Debit Card,4/19/2024,False,False,Need-based,Standard,8.0
27.0,Male,High,Single,Master's,High,Home Appliances,$461.81 ,12.0,Mixed,4.0,3.0,0.0,Medium,Very Sensitive,0.0,8.0,Low,Desktop,Other,6/7/2024,True,False,Wants-based,No Preference,8.0
31.0,,High,Divorced,Bachelor's,High,Health Care,$280.88 ,4.0,,3.0,4.0,1.0,High,Not Sensitive,0.0,2.0,High,,Credit Card,5/5/2024,True,True,Planned,No Preference,2.0
44.0,Male,Middle,Married,Master's,,Luxury Goods,$283.70 ,8.0,Mixed,2.0,5.0,1.0,Medium,Not Sensitive,1.0,3.0,Low,Smartphone,Cash,2/29/2024,,False,Impulsive,Express,8.0
,Female,High,Widowed,High School,Middle,Luxury Goods,$411.95 ,10.0,In-Store,5.0,3.0,1.0,,Not Sensitive,0.0,4.0,,Smartphone,,12/18/2024,True,True,Impulsive,Standard,5.0
32.0,Female,,Widowed,Master's,Middle,Gardening & Outdoors,$476.11 ,5.0,In-Store,1.0,4.0,1.0,,Very Sensitive,2.0,10.0,High,Desktop,Debit Card,10/29/2024,True,False,,Standard,1.0
28.0,Female,Middle,Married,Master's,High,Gardening & Outdoors,$399.24 ,7.0,In-Store,4.0,2.0,1.0,Medium,Very Sensitive,1.0,2.0,Medium,Smartphone,Debit Card,6/21/2024,False,False,Need-based,Standard,10.0
26.0,Male,,Divorced,,,Jewelry & Accessories,$90.79 ,12.0,In-Store,,1.0,2.0,Medium,Somewhat Sensitive,0.0,2.0,Medium,Tablet,Other,9/16/2024,False,False,Planned,No Preference,6.0
38.0,Female,,Married,Master's,Middle,Animal Feed,$229.56 ,9.0,Online,1.0,2.0,,,Somewhat Sensitive,0.0,9.0,,Tablet,PayPal,1/14/2024,True,True,Need-based,No Preference,11.0
28.0,Female,Middle,Divorced,High School,Middle,Sports & Outdoors,$160.47 ,7.0,Mixed,1.0,5.0,0.0,,Not Sensitive,0.0,3.0,,Smartphone,Debit Card,3/17/2024,True,False,,No Preference,6.0
30.0,Genderqueer,High,Married,High School,High,Software & Apps,$104.74 ,6.0,Online,2.0,4.0,2.0,,Very Sensitive,0.0,4.0,Low,Smartphone,PayPal,9/22/2024,False,False,Impulsive,No Preference,1.0
37.0,Female,High,Widowed,Master's,Middle,Food & Beverages,$399.95 ,10.0,In-Store,2.0,1.0,0.0,Low,Not Sensitive,1.0,2.0,High,Smartphone,Cash,3/7/2024,True,False,Need-based,Express,10.0
47.0,Female,High,Divorced,Bachelor's,Middle,Baby Products,$337.33 ,8.0,In-Store,1.0,4.0,1.0,,Somewhat Sensitive,0.0,5.0,Medium,Desktop,Debit Card,11/25/2024,False,False,Planned,Express,10.0
41.0,Female,High,Widowed,,Middle,Jewelry & Accessories,$204.83 ,6.0,In-Store,5.0,1.0,0.0,High,Very Sensitive,1.0,5.0,Medium,Smartphone,Debit Card,4/22/2024,,False,Wants-based,Standard,5.0
22.0,Female,Middle,Widowed,Master's,High,Packages),$193.94 ,11.0,Mixed,4.0,1.0,0.0,,Not Sensitive,0.0,3.0,,Desktop,Other,8/9/2024,False,False,Wants-based,Standard,9.0
,Male,High,Married,Master's,Middle,Mobile Accessories,$460.37 ,,Online,5.0,4.0,2.0,Low,Very Sensitive,2.0,7.0,High,Desktop,Credit Card,7/13/2024,True,True,Wants-based,Express,12.0
34.0,Non-binary,Middle,Single,,Middle,Arts & Crafts,$297.29 ,9.0,Online,,4.0,2.0,,Not Sensitive,0.0,9.0,Low,Smartphone,,1/1/2024,True,True,Need-based,Standard,3.0
31.0,Male,Middle,Single,,Middle,Books,$389.47 ,4.0,In-Store,5.0,,2.0,Low,Not Sensitive,1.0,9.0,High,Desktop,Credit Card,2/11/2024,True,True,Wants-based,,6.0
38.0,Male,High,Single,Master's,High,Home Appliances,$370.05 ,11.0,Mixed,5.0,3.0,0.0,Medium,Very Sensitive,,10.0,High,Smartphone,,10/30/2024,True,True,Impulsive,No Preference,10.0
45.0,Male,High,Single,Master's,Middle,Jewelry & Accessories,$462.24 ,2.0,Mixed,4.0,5.0,0.0,Low,Not Sensitive,2.0,1.0,,Smartphone,Other,3/19/2024,True,True,Wants-based,Express,13.0
30.0,Female,High,Married,High School,High,Food & Beverages,$472.53 ,11.0,Online,4.0,1.0,1.0,Medium,Somewhat Sensitive,2.0,7.0,Medium,Smartphone,Debit Card,4/30/2024,False,False,Wants-based,Express,4.0
45.0,Female,Middle,Married,High School,Middle,,$407.29 ,3.0,In-Store,5.0,5.0,0.0,Low,Not Sensitive,0.0,5.0,Low,Tablet,Other,11/25/2024,False,False,Planned,Express,3.0
18.0,Male,High,Married,Bachelor's,High,Mobile Accessories,$135.65 ,,Online,4.0,1.0,1.0,Low,Very Sensitive,0.0,9.0,,Desktop,Other,2/16/2024,False,False,Impulsive,Standard,14.0
36.0,Male,High,Single,Bachelor's,Middle,,$352.35 ,4.0,Online,2.0,2.0,0.0,Low,Very Sensitive,1.0,1.0,Low,Smartphone,Credit Card,6/20/2024,False,False,Planned,Express,14.0
25.0,Female,,Single,High School,High,Books,$441.73 ,12.0,Online,,4.0,2.0,Low,Somewhat Sensitive,0.0,8.0,Medium,Smartphone,Credit Card,2/4/2024,True,False,Planned,Standard,8.0
21.0,Female,High,Divorced,High School,,Luxury Goods,$105.95 ,,Mixed,1.0,4.0,2.0,Low,Very Sensitive,1.0,,Medium,Desktop,Cash,8/4/2024,False,False,Impulsive,Standard,11.0
26.0,Male,High,Single,Master's,High,Groceries,$351.54 ,11.0,Mixed,1.0,3.0,2.0,,,0.0,8.0,,Tablet,PayPal,3/21/2024,True,False,Planned,Express,12.0
,Male,High,Divorced,Bachelor's,High,Home Appliances,$321.26 ,12.0,Online,4.0,1.0,0.0,,Very Sensitive,0.0,6.0,,Desktop,Debit Card,6/13/2024,False,False,Need-based,Standard,14.0
47.0,Female,High,Divorced,High School,Middle,Animal Feed,$421.50 ,11.0,Online,5.0,1.0,2.0,Low,Somewhat Sensitive,0.0,8.0,,Desktop,PayPal,4/4/2024,True,True,Need-based,Express,3.0
27.0,Bigender,High,Widowed,High School,Middle,Food & Beverages,$253.29 ,6.0,Mixed,3.0,2.0,2.0,,Somewhat Sensitive,1.0,4.0,,Desktop,PayPal,5/2/2024,,,Planned,Standard,8.0
29.0,Female,,Divorced,High School,High,Jewelry & Accessories,$217.62 ,3.0,Online,,2.0,1.0,High,,2.0,3.0,Low,Smartphone,PayPal,2/14/2024,False,True,Impulsive,No Preference,
21.0,Male,Middle,Single,Bachelor's,High,Books,$226.04 ,,Online,4.0,1.0,1.0,,,0.0,9.0,Medium,Desktop,PayPal,5/14/2024,,False,Wants-based,Express,12.0
41.0,Genderfluid,High,Single,Bachelor's,High,Packages),$52.79 ,4.0,Online,2.0,2.0,0.0,Low,Not Sensitive,1.0,7.0,,Tablet,Debit Card,2/6/2024,True,True,Impulsive,Express,4.0
43.0,Male,Middle,Widowed,High School,High,Jewelry & Accessories,$385.08 ,7.0,In-Store,2.0,4.0,1.0,High,,,1.0,Low,,Debit Card,11/12/2024,,True,Impulsive,No Preference,1.0
33.0,Male,High,Widowed,Master's,Middle,Hotels,$181.10 ,2.0,Online,2.0,5.0,2.0,Low,Not Sensitive,2.0,,Low,Tablet,Credit Card,12/26/2024,False,False,Impulsive,No Preference,5.0
23.0,Female,Middle,Single,Master's,Middle,Office Supplies,$246.41 ,7.0,In-Store,2.0,4.0,0.0,,Somewhat Sensitive,2.0,8.0,Low,Smartphone,Cash,10/1/2024,True,False,Need-based,,11.0
37.0,Female,Middle,Divorced,Bachelor's,High,Baby Products,$140.87 ,8.0,In-Store,3.0,3.0,2.0,Low,Not Sensitive,2.0,7.0,Medium,Tablet,Other,3/3/2024,True,,Impulsive,No Preference,9.0
34.0,Female,High,Single,Master's,High,Software & Apps,$151.25 ,2.0,In-Store,2.0,5.0,0.0,Medium,Somewhat Sensitive,1.0,8.0,Medium,Tablet,Debit Card,4/20/2024,True,False,Planned,No Preference,10.0
27.0,Male,High,Divorced,Master's,Middle,Hotels,$171.52 ,3.0,Mixed,5.0,5.0,2.0,Medium,Very Sensitive,1.0,9.0,Medium,,Cash,8/21/2024,True,,Planned,Standard,12.0
40.0,Male,Middle,,Master's,High,Sports & Outdoors,$399.56 ,10.0,Online,4.0,2.0,1.0,Low,Not Sensitive,0.0,4.0,Medium,Desktop,Cash,10/21/2024,True,True,Need-based,No Preference,1.0
40.0,Female,Middle,Widowed,Master's,Middle,Sports & Outdoors,$173.46 ,4.0,Mixed,5.0,3.0,1.0,,,0.0,9.0,,Smartphone,PayPal,4/11/2024,False,True,Wants-based,No Preference,2.0
43.0,Male,High,Widowed,Bachelor's,High,Toys & Games,$332.14 ,10.0,Online,4.0,4.0,0.0,Low,Somewhat Sensitive,1.0,2.0,,Desktop,PayPal,2/9/2024,True,True,Planned,No Preference,13.0
37.0,Non-binary,Middle,Single,Bachelor's,Middle,,$247.05 ,8.0,,3.0,2.0,1.0,Low,Somewhat Sensitive,1.0,8.0,,Desktop,Cash,5/25/2024,False,False,Wants-based,Standard,2.0
49.0,Male,High,Single,Bachelor's,High,Office Supplies,$365.88 ,10.0,Mixed,4.0,5.0,1.0,,Somewhat Sensitive,1.0,1.0,Medium,Tablet,PayPal,4/16/2024,False,False,Wants-based,Express,9.0
27.0,Female,Middle,Married,Bachelor's,Middle,Toys & Games,$354.92 ,8.0,Mixed,5.0,4.0,0.0,,Somewhat Sensitive,0.0,1.0,,Tablet,Debit Card,2/17/2024,True,True,Wants-based,Express,13.0
19.0,Female,High,Single,High School,High,Jewelry & Accessories,$195.46 ,10.0,Mixed,5.0,3.0,2.0,,Not Sensitive,0.0,10.0,,Tablet,Other,7/7/2024,True,False,Impulsive,Standard,9.0
40.0,Female,High,Married,Master's,Middle,Books,$474.03 ,,In-Store,3.0,1.0,1.0,Medium,Somewhat Sensitive,0.0,6.0,High,Desktop,Other,8/3/2024,True,True,Need-based,Standard,13.0
27.0,Male,Middle,Married,Bachelor's,High,Animal Feed,$106.96 ,6.0,In-Store,,1.0,2.0,Low,Not Sensitive,0.0,7.0,Medium,Tablet,Debit Card,3/9/2024,True,True,Impulsive,Standard,3.0
29.0,Female,Middle,Married,Master's,High,Electronics,$371.84 ,9.0,In-Store,5.0,4.0,0.0,,Not Sensitive,2.0,6.0,,Tablet,Other,7/28/2024,False,True,Impulsive,Standard,2.0
45.0,Polygender,High,Single,Bachelor's,High,Health Supplements,$461.16 ,8.0,Mixed,1.0,4.0,1.0,High,Not Sensitive,0.0,3.0,Medium,Smartphone,Other,2/29/2024,True,True,Planned,Express,14.0
24.0,Female,High,Single,High School,Middle,Books,$497.75 ,11.0,In-Store,,1.0,2.0,,Very Sensitive,2.0,1.0,Medium,Smartphone,Cash,7/3/2024,True,False,Wants-based,Express,13.0
45.0,Female,Middle,Married,Master's,Middle,Health Care,$492.83 ,5.0,Online,2.0,,,High,Very Sensitive,0.0,4.0,High,Tablet,Debit Card,3/2/2024,True,False,Need-based,No Preference,2.0
39.0,Female,Middle,Divorced,High School,Middle,Groceries,$295.54 ,8.0,Online,3.0,3.0,1.0,,Very Sensitive,2.0,,Low,Tablet,Cash,7/27/2024,False,False,Planned,Express,14.0
40.0,Male,High,Widowed,High School,High,Furniture,$494.81 ,9.0,Mixed,2.0,4.0,1.0,Medium,Very Sensitive,1.0,7.0,Medium,Tablet,PayPal,5/26/2024,True,True,Need-based,Standard,
21.0,Female,,,Master's,Middle,Mobile Accessories,$160.25 ,7.0,Online,2.0,3.0,2.0,,Very Sensitive,2.0,5.0,High,Desktop,PayPal,3/4/2024,True,,Need-based,No Preference,12.0
42.0,Female,Middle,Married,Master's,High,Gardening & Outdoors,$198.36 ,4.0,Online,1.0,1.0,2.0,,Somewhat Sensitive,1.0,9.0,,Desktop,Cash,12/13/2024,False,True,Wants-based,Standard,
44.0,Female,Middle,Divorced,Bachelor's,High,Furniture,$82.39 ,12.0,In-Store,5.0,,1.0,,Somewhat Sensitive,0.0,,,Smartphone,Other,2/24/2024,False,,Planned,Express,1.0
46.0,Female,Middle,Married,,High,Hotels,$290.56 ,3.0,In-Store,5.0,1.0,2.0,,Somewhat Sensitive,1.0,1.0,,Desktop,PayPal,3/12/2024,True,False,Wants-based,No Preference,4.0
29.0,Male,High,Divorced,Master's,High,Animal Feed,$206.79 ,5.0,In-Store,1.0,3.0,2.0,High,Very Sensitive,1.0,2.0,Low,Tablet,Credit Card,8/21/2024,False,False,Planned,Standard,4.0
19.0,Female,Middle,Married,High School,High,,$401.43 ,8.0,Mixed,4.0,2.0,0.0,,Not Sensitive,0.0,,High,Tablet,Other,5/23/2024,True,True,Need-based,No Preference,5.0
21.0,Male,High,Widowed,Master's,High,Sports & Outdoors,$188.17 ,9.0,,5.0,5.0,0.0,Medium,Not Sensitive,1.0,5.0,Low,,Debit Card,5/26/2024,True,False,Need-based,Standard,9.0
38.0,Female,High,Single,High School,High,Gardening & Outdoors,$83.21 ,10.0,Online,4.0,3.0,,Low,Somewhat Sensitive,0.0,4.0,High,,Other,3/20/2024,False,False,Impulsive,Standard,7.0
41.0,Bigender,Middle,Divorced,Master's,Middle,Gardening & Outdoors,$54.74 ,4.0,In-Store,1.0,2.0,0.0,,Somewhat Sensitive,0.0,4.0,Low,Smartphone,PayPal,10/3/2024,True,True,Impulsive,No Preference,14.0
49.0,Female,High,Divorced,Master's,High,Office Supplies,$371.12 ,8.0,Online,5.0,1.0,2.0,High,,1.0,7.0,,Smartphone,PayPal,8/23/2024,False,True,Wants-based,No Preference,8.0
32.0,Genderfluid,Middle,Single,High School,Middle,Packages),$293.64 ,3.0,In-Store,2.0,1.0,2.0,Low,Not Sensitive,2.0,8.0,,Tablet,Credit Card,,True,False,Impulsive,Express,5.0
24.0,Male,High,Married,High School,High,Books,$185.83 ,11.0,In-Store,4.0,2.0,2.0,Low,Not Sensitive,2.0,9.0,Medium,Desktop,Other,10/17/2024,False,True,Impulsive,Standard,1.0
27.0,Male,High,,Master's,Middle,Office Supplies,$117.13 ,7.0,Mixed,1.0,1.0,2.0,High,Somewhat Sensitive,1.0,10.0,High,Smartphone,Credit Card,8/8/2024,True,True,Planned,Express,6.0
44.0,,Middle,Married,Master's,High,Office Supplies,$52.24 ,11.0,In-Store,3.0,1.0,0.0,Low,Not Sensitive,2.0,4.0,High,Smartphone,Credit Card,12/12/2024,,,Impulsive,Standard,8.0
28.0,Female,High,Married,Bachelor's,High,Baby Products,,7.0,In-Store,4.0,,2.0,Medium,Somewhat Sensitive,1.0,5.0,High,Smartphone,Cash,6/12/2024,False,True,Planned,No Preference,13.0
23.0,Male,Middle,Married,High School,Middle,Packages),$216.84 ,,In-Store,4.0,3.0,1.0,Low,Somewhat Sensitive,1.0,1.0,,Tablet,PayPal,3/28/2024,False,,Planned,Express,5.0
42.0,Female,High,Divorced,High School,High,Electronics,$75.27 ,7.0,Mixed,3.0,4.0,1.0,,Not Sensitive,2.0,3.0,,Desktop,PayPal,12/27/2024,True,True,Impulsive,Express,1.0
20.0,Male,Middle,Widowed,Master's,High,Office Supplies,$308.87 ,,In-Store,3.0,4.0,1.0,,Not Sensitive,2.0,2.0,,Tablet,,2/24/2024,True,True,Impulsive,Express,11.0
49.0,Male,,Divorced,Master's,Middle,Travel & Leisure (Flights,$169.77 ,5.0,In-Store,1.0,4.0,0.0,Medium,Very Sensitive,2.0,9.0,,Desktop,Other,6/15/2024,True,True,Wants-based,Standard,7.0
19.0,Male,,Divorced,High School,High,Toys & Games,$289.08 ,,Online,2.0,1.0,0.0,,Very Sensitive,1.0,10.0,Medium,Desktop,Other,8/14/2024,True,True,Wants-based,Standard,7.0
38.0,Female,Middle,,High School,,Travel & Leisure (Flights,$74.09 ,10.0,Mixed,,4.0,2.0,,Somewhat Sensitive,2.0,9.0,Low,Tablet,Other,5/15/2024,True,True,Impulsive,Standard,8.0
43.0,Male,,Married,High School,Middle,Travel & Leisure (Flights,$201.53 ,5.0,Online,2.0,3.0,1.0,,Not Sensitive,1.0,6.0,High,Tablet,Other,6/1/2024,False,True,Wants-based,No Preference,11.0
38.0,Male,Middle,Divorced,Bachelor's,High,Arts & Crafts,$244.60 ,12.0,Online,4.0,4.0,2.0,Medium,Somewhat Sensitive,0.0,6.0,,Tablet,Other,8/25/2024,False,False,Wants-based,Standard,3.0
21.0,Male,Middle,Widowed,Bachelor's,High,Software & Apps,$320.50 ,10.0,In-Store,3.0,4.0,2.0,Low,Somewhat Sensitive,0.0,9.0,Low,Tablet,Cash,3/1/2024,True,False,Need-based,Express,9.0
27.0,Male,Middle,Widowed,Master's,Middle,Jewelry & Accessories,$91.63 ,3.0,In-Store,5.0,2.0,2.0,,Not Sensitive,0.0,10.0,,Tablet,Debit Card,6/30/2024,True,,Wants-based,Standard,2.0
35.0,Male,Middle,Married,Master's,High,Sports & Outdoors,$251.93 ,8.0,In-Store,3.0,2.0,1.0,High,Very Sensitive,2.0,3.0,,Tablet,Debit Card,1/2/2024,False,False,Need-based,Standard,7.0
,,Middle,Married,Bachelor's,Middle,Luxury Goods,$477.35 ,4.0,Online,2.0,5.0,0.0,High,Very Sensitive,1.0,2.0,Low,Desktop,PayPal,12/28/2024,False,False,Need-based,No Preference,14.0
